Borough,Crew,Status,Website,Location,Day,Distance/Run Type,Time,Meet Up Information,Recognized Organizations
Brooklyn,Positive Mental Energy,Active,https://www.instagram.com/positivementalenergy.nyc/,Bushwick - Maria Hernandez Park,Tuesday,5K,6:30 PM,"Free, all levels",
Brooklyn,Positive Mental Energy,Active,https://www.instagram.com/positivementalenergy.nyc/,Bushwick - Maria Hernandez Park,Saturday,10K,10:00 AM,"Free, all levels",
Brooklyn,Prospect Park Track Club,Active,https://www.instagram.com/prospectparktc/,Prospect Park - Entrance at Prospect Park West & Union St (NOT under the arch),Wednesday,3M+,7:00 PM,"Membership required, prospects should reach out",NYRR
Brooklyn,Prospect Park Track Club,Active,https://www.instagram.com/prospectparktc/,Prospect Park - Parkside Ave & Ocean Ave entrance,Friday,3M+,7:00 AM,"Membership required, prospects should reach out",NYRR
Brooklyn,Prospect Park Track Club,Active,https://www.instagram.com/prospectparktc/,Prospect Park (Bartel-Pritchard Square entrance),Saturday,Long Run,8:00 AM,"Membership required, prospects should reach out",NYRR
Brooklyn,Prospect Park Track Club,Active,https://www.instagram.com/prospectparktc/,Prospect Park - Entrance at Prospect Park West & Union St (NOT under the arch),Sunday,"Varies, usually 6M",9:00 AM,"Membership required, prospects should reach out",NYRR
Brooklyn,Queer Runnings BK,Inactive,https://www.instagram.com/queerrunningsbk/,Prospect Park - Grand Army Plaza entrance,Thursday,,7:00 PM,"Free, all levels",
Brooklyn,Queer Runnings BK,Inactive,https://www.instagram.com/queerrunningsbk/,Varies - check website,Saturday,,11:30 AM,"Free, all levels",
Brooklyn,Rabbit Movers Running Club,Active,https://www.instagram.com/rabbit.movers.running.club/?hl=en,Columbus Circle,Saturday,3.5 miles,8:00 AM,"Free, all levels",
Brooklyn,Rage and Release,Active,https://www.instagram.com/rageandrelease/,"Prospect Heights - 845 Dean St, Brooklyn",Tuesday,,6:50 PM,"Free, all levels",
Brooklyn,Resident Runners,Active,https://www.instagram.com/residentrunners/,"Fulton Hall, 250 Ashland Place, Brooklyn, NY 11217",Thursday,,6:30 AM,"Third Thursday Every Month, bag drop available",
Brooklyn,Ridge Runners NYC,Active,https://www.instagram.com/ridgerunnersnyc/ OR https://www.facebook.com/groups/ridgerunnersnyc,"Bay Ridge - 78th St & 3rd Ave, Brooklyn, NY 11209",Monday,,8:00 PM,"Free, all levels, great for beginners","NYRR, NYC Runs"
Brooklyn,Ridge Runners NYC,Active,https://www.instagram.com/ridgerunnersnyc/ OR https://www.facebook.com/groups/ridgerunnersnyc,"Bay Ridge - 69th St Pier, Brooklyn, NY 11209",Tuesday,5ish miles,7:30 PM,"Free, all levels","NYRR, NYC Runs"
Brooklyn,Ridge Runners NYC,Active,https://www.instagram.com/ridgerunnersnyc/ OR https://www.facebook.com/groups/ridgerunnersnyc,"Bay Ridge - Fort Hamilton High School, 8301 Shore Rd, Brooklyn, NY 11209",Wednesday,Track/speed,6:30 PM,"Free, all levels","NYRR, NYC Runs"
Brooklyn,Ridge Runners NYC,Active,https://www.instagram.com/ridgerunnersnyc/ OR https://www.facebook.com/groups/ridgerunnersnyc,"Bay Ridge - Shore Rd & 79th St, Brooklyn, NY 11209",Thursday,"3-5M, 2-3M walking",7:00 PM,"Free, all levels, great for beginners","NYRR, NYC Runs"
Brooklyn,Ridge Runners NYC,Active,https://www.instagram.com/ridgerunnersnyc/ OR https://www.facebook.com/groups/ridgerunnersnyc,"Bay Ridge - 4th Ave & 86th St, Brooklyn, NY 11209",Saturday,8M+,7:00 AM,"Saturday OR Sunday, Free, all levels, watch group for timing and updates - group also modifies mileage based on big, popular races, including tapers","NYRR, NYC Runs"
Brooklyn,Ridge Runners NYC,Active,https://www.instagram.com/ridgerunnersnyc/ OR https://www.facebook.com/groups/ridgerunnersnyc,"Bay Ridge - 4th Ave & 86th St, Brooklyn, NY 11209",Sunday,8M+,7:00 AM,"Saturday OR Sunday, Free, all levels, watch group for timing and updates - group also modifies mileage based on big, popular races, including tapers","NYRR, NYC Runs"
Brooklyn,Running Souls Run Club,Active,https://www.instagram.com/runningsoulsrun/,Prospect Park (Bartel-Pritchard Square entrance),Tuesday,,7:00 PM,"Free, membership encouraged, all levels",
Brooklyn,Running Souls Run Club,Active,https://www.instagram.com/runningsoulsrun/,Prospect Park (Bartel-Pritchard Square entrance),Thursday,,7:00 PM,"Free, membership encouraged, all levels",
Brooklyn,Running Souls Run Club,Active,https://www.instagram.com/runningsoulsrun/,Prospect Park (Bartel-Pritchard Square entrance),Saturday,,9:45 AM,"Free, membership encouraged, all levels",
Brooklyn,Shore Road Striders,No Current Information Found,https://www.facebook.com/ShoreRoadStriders,,,,,,
Brooklyn,Smiles From Heaven Athletic Club,No Current Information Found,,,,,,,NYRR
Brooklyn,South Brooklyn Running Club,Active,https://www.instagram.com/southbrooklynrc/,Carroll Park (corner of Court and President),Monday,,6:45 AM,"Free, all levels",NYRR
Brooklyn,South Brooklyn Running Club,Active,https://www.instagram.com/southbrooklynrc/,Red Hook - Field at Bay & Henry,Tuesday,,6:15 AM,"Free, all levels",NYRR
Brooklyn,South Brooklyn Running Club,Active,https://www.instagram.com/southbrooklynrc/,Carroll Park (corner of Court and President),Tuesday,,7:15 PM,"Free, all levels",NYRR
Brooklyn,South Brooklyn Running Club,Active,https://www.instagram.com/southbrooklynrc/,Carroll Park (corner of Court and President),Wednesday,,7:00 PM,"Free, all levels",NYRR
Brooklyn,South Brooklyn Running Club,Active,https://www.instagram.com/southbrooklynrc/,Carroll Park (corner of Court and President),Friday,,6:45 AM,"Free, all levels",NYRR
Brooklyn,South Brooklyn Running Club,Active,https://www.instagram.com/southbrooklynrc/,Carroll Park (corner of Court and President),Sunday,,4:00 PM,"Free, all levels",NYRR
Brooklyn,South Central Brooklyn Runners,No Current Information Found,https://www.facebook.com/groups/242471855810848/about/,,,,,,
Brooklyn,Spartan Sundays Run Club,Active,https://www.instagram.com/spartansundaysrunclub/,"Prospect Lefferts Gardens - Wingate Track - 600 Kingston Ave, Brooklyn, NY",Monday,,6:00 AM,Membership?,NYRR
Brooklyn,Spartan Sundays Run Club,Active,https://www.instagram.com/spartansundaysrunclub/,"Prospect Lefferts Gardens - Wingate Track - 600 Kingston Ave, Brooklyn, NY",Wednesday,,6:00 AM,Membership?,NYRR
Brooklyn,Spartan Sundays Run Club,Active,https://www.instagram.com/spartansundaysrunclub/,"Prospect Lefferts Gardens - Wingate Track - 600 Kingston Ave, Brooklyn, NY",Sunday,,5:30 AM,Membership?,NYRR
Brooklyn,Steve Nolan,,stevelnolan7@gmai.com,,,,,"2-3 days per week, speed 5k or long run",
Brooklyn,Sunset Fiesty Felines,Active,https://www.instagram.com/sunsetfeistyfelines/,Varies - check website,Wednesday,,7:00 PM,"Free, all levels. Can be Wed OR Thurs, check IG!",
Brooklyn,Team We Run Kings (Team WRK),Active,https://werunkings.com/,"The Brooklyn Circus, 150 Nevins Street",Saturday,Long Run,7:00 AM,Membership required,
Brooklyn,TGIF Run Crew,Active,https://www.instagram.com/tgifruncrew/,Varies - check website,Friday,,Varies - check website,"Free, all levels",
Brooklyn,Ukrainian Running Club,Active,https://www.ukrainianrunningclub.com/,Coney Island - Crossroad of Stilwell Ave and Surf Ave (outside of Coney Island subway station),Friday,,5:15 AM,"Free, all levels",
Brooklyn,Williamsburg Track Club,Active,https://www.instagram.com/wbtc_nyc/,McCarren Park Track,Tuesday,,6:30 PM,Membership?,NYRR
Brooklyn,Williamsburg Track Club,Active,https://www.instagram.com/wbtc_nyc/,McCarren Park Track,Thursday,,7:30 PM,Membership?,NYRR
Brooklyn,Women Make Moves,Active,https://www.instagram.com/womenmakemoves/,"Crown Heights - Urban Asanas, 843 Sterling Pl, Brooklyn, NY 11216",Thursday,,7:10 PM,"Free, all levels",
Brooklyn,Women Make Moves,Active,https://www.instagram.com/womenmakemoves/,Varies - check website,Saturday,,Varies - check website,"Monthly, Free, all levels",Manhattan,Achilles International NYC,Active,https://www.instagram.com/achillesnyc/?hl=en,"Central Park - Engineer's Gate, 2 E 90th St, New York, NY 10128",Tuesday,,6:00 PM,"Free, all levels",NYRR
Manhattan,Achilles International NYC,Active,https://www.instagram.com/achillesnyc/?hl=en,"Central Park - Engineer's Gate, 2 E 90th St, New York, NY 10128",Saturday,,10:15 AM,"Free, all levels",NYRR
Manhattan,Adidas Runners,Active,https://www.instagram.com/adidasrunners/,"Columbus Circle - NY Running Co, 10 Columbus Cir, New York, NY 10019",Tuesday,,7:00 PM,Free,
Manhattan,Adidas Runners,Active,https://www.instagram.com/adidasrunners/,"Columbus Circle - NY Running Co, 10 Columbus Cir, New York, NY 10019",Thursday,,7:00 PM,Free,
Manhattan,Adidas Runners,Active,https://www.instagram.com/adidasrunners/,Varies - check website,Saturday,,7:15 AM,Free,
Manhattan,Adobo Social And Anti-Social Athletic Club,No Current Information Found,https://www.facebook.com/groups/59524891681/?_rdr,,,,,,NYRR
Manhattan,Back on My Feet NYC,No Current Information Found,https://www.instagram.com/backonmyfeet/,,,,,,
Manhattan,Badass Lady Gang,Active,https://www.badassladygang.com/new-york-city,Check instagram/BALG online community for changing Tuesday meetups!,Tuesday,Speed play/Hills,6:30 PM,"Free, all levels, Womxn club, Bag drop available",NYRR
Manhattan,Beer Run Harlem Running Club (NYCBeerBaron),Active,https://www.instagram.com/nycbeerbaron/,"Beer Run Harlem, 3604 Broadway 2nd FL, New York, NY 10031",Sunday,,11:00 AM,"Free, all levels",
Manhattan,Belarusian Running Team,No Current Information Found,,,,,,,NYRR
Manhattan,Black Girls Run!,No Current Information Found,https://www.facebook.com/groups/bgrNYC/,,,,,,NYRR
Manhattan,Black Roses NYC,No Current Information Found,https://www.instagram.com/blackrosesnyc/,,,,,,
Manhattan,Blockhouse Run Club,Active,https://link.heylo.co/7co7 ,Central Park - USS Maine Monument,Sunday,6M,9:00 AM,"1x per month, trail run, free & open to all",
Manhattan,Bridge Runners,Active,https://www.instagram.com/bridgerunners/?hl=en,176 Delancey Street,Tuesday,,7:30 PM,Free,
Manhattan,Bridle Path Track Club,No Current Information Found,https://www.facebook.com/groups/bptcny/,,,,,,
Manhattan,Bunji Running,Active,https://www.bunjirunning.com/,Central Park - The Mall & Main Loop & 66th Street,Tuesday,,6:30 AM,Membership required,
Manhattan,Bunji Running,Active,https://www.bunjirunning.com/,Central Park - Bottom of Cat Hill (Boat House carpark),Thursday,,6:30 AM,Membership required,
Manhattan,C4 Run Club,No Current Information Found,https://www.facebook.com/c4runclub/,,,,,,
Manhattan,Central Park Running Club,Active,https://www.instagram.com/centralparkrunning/,Central Park - Boat House,Tuesday,,6:30 AM,"Free, all levels",NYRR
Manhattan,Central Park Running Club,Active,https://www.instagram.com/centralparkrunning/,Central Park - Boat House,Thursday,,6:30 AM,"Free, all levels",NYRR
Manhattan,Central Park Track Club,Active,https://www.instagram.com/centralparktc/,Central Park,Tuesday,,5:50 AM,Membership encouraged,Manhattan
Manhattan,Central Park Track Club,Active,https://www.instagram.com/centralparktc/,Central Park,Thursday,,5:50 AM,Membership encouraged,Manhattan
Manhattan,Central Park Track Club,Active,https://www.instagram.com/centralparktc/,Central Park,Thursday,,7:00 PM,Membership encouraged,Manhattan
Manhattan,Dashing Whippets,Active,https://www.instagram.com/dashingwhippets/,Central Park - 72nd by Bethesda Fountain,Monday,3-5M,7:00 AM,"Membership required, 90 day trial available, all levels",NYRR
Manhattan,Dashing Whippets,Active,https://www.instagram.com/dashingwhippets/,Central Park - 72nd by Bethesda Fountain,Monday,3-5M,7:00 PM,"Membership required, 90 day trial available, all levels",NYRR
Manhattan,Dashing Whippets,Active,https://www.instagram.com/dashingwhippets/,West Village Amity Hall,Monday,,7:00 PM,"Membership required, 90 day trial available, all levels",NYRR
Manhattan,Dashing Whippets,Active,https://www.instagram.com/dashingwhippets/,Central Park - 72nd by Bethesda Fountain,Tuesday,,7:00 PM,"Membership required, 90 day trial available, all levels",NYRR
Manhattan,Dashing Whippets,Active,https://www.instagram.com/dashingwhippets/,Central Park,Wednesday,,7:00 PM,"Membership required, 90 day trial available, all levels",NYRR
Manhattan,Dashing Whippets,Active,https://www.instagram.com/dashingwhippets/,"Riverbank State Park, 679 Riverside Dr · New York, NY",Thursday,,7:00 AM,"Membership required, 90 day trial available, all levels",NYRR
Manhattan,Dashing Whippets,Active,https://www.instagram.com/dashingwhippets/,East River Track,Thursday,Track,7:00 AM,"Membership required, 90 day trial available, all levels",NYRR
Manhattan,Dashing Whippets,Active,https://www.instagram.com/dashingwhippets/,Central Park - 72nd by Bethesda Fountain,Thursday,,7:00 PM,"Membership required, 90 day trial available, all levels",NYRR
Manhattan,Dashing Whippets,Active,https://www.instagram.com/dashingwhippets/,East River Track,Thursday,,7:00 PM,"Membership required, 90 day trial available, all levels",NYRR
Manhattan,Dashing Whippets,Active,https://www.instagram.com/dashingwhippets/,"Time Warner Center, 10 Columbus Cir · New York, NY",Saturday,Long Run,8:00 AM,"Membership required, 90 day trial available, all levels",NYRR
Manhattan,Dirty Bird Run Club,Active,https://www.instagram.com/dirtybirdrc/,Varies,Thursday,,7:30 PM,Membership?,
Manhattan,Distance Project NYC,Active,https://www.instagram.com/distanceprojectnyc/?hl=en,"AS IS NYC, 734 10th Ave, New York, NY 10019",Tuesday,4-8M,6:30 PM,"Womxn's club, free",NYRR
Manhattan,Distance Project NYC,Active,https://www.instagram.com/distanceprojectnyc/?hl=en,"Central Park - Engineer's Gate, 2 E 90th St, New York, NY 10128",Wednesday,5M,7:00 PM,"Womxn's club, free",NYRR
Manhattan,Dreamers Running Club,No Current Information Found,,,,,,,NYRR
Manhattan,Dyckman Run Club,Active,https://www.instagram.com/dyckmanrunclub/,Riverbank Track,Tuesday,Speed,5:00 PM,Membership encouraged,NYRR
Manhattan,Dyckman Run Club,Active,https://www.instagram.com/dyckmanrunclub/,,Wednesday,Speed,6:30 PM,Membership required,NYRR
Manhattan,Dyckman Run Club,Active,https://www.instagram.com/dyckmanrunclub/,Tryon Public House,Thursday,,6:30 PM,"Free, membership encouraged",NYRR
